,SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
156111,NSE,E,3980,EQUITY,0,TNPL,1.0,Tamil Nadu Newsprint & Papers,,,,5.0,,ES,EQ,TAMILNADU NEWSPRT & PAPER
156112,NSE,E,3987,EQUITY,0,GREENPLY,1.0,Greenply Industries,,,,5.0,,ES,EQ,GREENPLY INDUSTRIES LTD
156113,NSE,E,399,EQUITY,0,NIACL,1.0,The New India Assurance Company,,,,5.0,,ES,EQ,THE NEW INDIA ASSU CO LTD
156114,NSE,E,40,EQUITY,0,AEGISCHEM,1.0,Aegis Logistics,,,,5.0,,ES,EQ,AEGIS LOGISTICS LIMITED
156115,NSE,E,400,EQUITY,0,GLOBE,1.0,GLOBE TEXTILES (I) LTD.,,,,5.0,,ES,BE,GLOBE TEXTILES (I) LTD.
156117,NSE,E,4010,EQUITY,0,PVP,1.0,PVP Ventures,,,,5.0,,ES,EQ,PVP VENTURES LIMITED
156119,NSE,E,4014,EQUITY,0,NAVA,1.0,Nava Bharat Ventures,,,,5.0,,ES,EQ,NAVA LIMITED
156126,NSE,E,4037,EQUITY,0,AUSOMENT,1.0,AuSom Enterprise,,,,5.0,,ES,EQ,AUSOM ENTERPRISE LIMITED
156128,NSE,E,404,EQUITY,0,BERGEPAINT,1.0,Berger Paints,,,,5.0,,ES,EQ,BERGER PAINTS (I) LTD
156129,NSE,E,4040,EQUITY,0,EIMCOELECO,1.0,Eimco Elecon,,,,5.0,,ES,EQ,EIMCO ELECON (INDIA) LTD
156130,NSE,E,4041,EQUITY,0,JAYAGROGN,1.0,Jayant Agro Organics,,,,5.0,,ES,EQ,JAYANT AGRO ORGANICS LTD
156134,NSE,E,4055,EQUITY,0,PANACEABIO,1.0,Panacea Biotec,,,,5.0,,ES,EQ,PANACEA BIOTEC LTD
156138,NSE,E,4067,EQUITY,0,MARICO,1.0,Marico,,,,5.0,,ES,EQ,MARICO LIMITED
156141,NSE,E,4083,EQUITY,0,AMBANIORG,1000.0,Ambani Organics,,,,5.0,,ES,SM,AMBANI ORGANICS LIMITED
156149,NSE,E,4105,EQUITY,0,SILINV,1.0,SIL Investments,,,,5.0,,ES,EQ,SIL INVESTMENTS LIMITED
156151,NSE,E,4116,EQUITY,0,HBSL,1.0,HB Stockholdings,,,,5.0,,ES,EQ,HB STOCKHOLDINGS LIMITED
156159,NSE,E,4136,EQUITY,0,BIOFILCHEM,1.0,Biofil Chemicals,,,,5.0,,ES,EQ,BIOFIL CHEM & PHARMA LTD
156164,NSE,E,4157,EQUITY,0,KEYFINSERV,1.0,Keynote Financial Services,,,,5.0,,ES,EQ,KEYNOTE FIN SERV LTD.
156167,NSE,E,4160,EQUITY,0,NORBTEAEXP,1.0,Norben Tea & Exports,,,,5.0,,ES,EQ,NORBEN TEA & EXPORTS LTD
156169,NSE,E,4172,EQUITY,0,TCNSBRANDS,1.0,TCNS Clothing Company,,,,5.0,,ES,EQ,TCNS CLOTHING CO. LIMITED
156172,NSE,E,4176,EQUITY,0,ZENITHEXPO,1.0,Zenith Exports,,,,5.0,,ES,EQ,ZENITH EXPORTS LTD
156174,NSE,E,4179,EQUITY,0,SUNDRMBRAK,1.0,Sundaram Brake Linings,,,,5.0,,ES,EQ,SUNDARAM BRAK LININGS LTD
156178,NSE,E,4184,EQUITY,0,SANGAMIND,1.0,Sangam,,,,5.0,,ES,EQ,SANGAM (INDIA) LTD
156179,NSE,E,419,EQUITY,0,BEPL,1.0,Bhansali Engineering Polymers,,,,5.0,,ES,EQ,BHANSALI ENG. POLYMERS LT
156182,NSE,E,4201,EQUITY,0,SOMATEX,1.0,Soma Textiles & Industries,,,,5.0,,ES,EQ,SOMA TEXTILES & INDUST LT
156184,NSE,E,4204,EQUITY,0,MOTHERSON,1.0,Samvardhana Motherson International,,,,5.0,,ES,EQ,SAMVRDHNA MTHRSN INTL LTD
156186,NSE,E,4212,EQUITY,0,UCL,2000.0,Ushanti Colour Chem,,,,5.0,,ES,SM,USHANTI COLOUR CHEM LTD
156188,NSE,E,422,EQUITY,0,BHARATFORG,1.0,Bharat Forge,,,,5.0,,ES,EQ,BHARAT FORGE LTD
156189,NSE,E,4221,EQUITY,0,VISAKAIND,1.0,VISAKA INDUSTRIES LIMITED,,,,5.0,,ES,EQ,VISAKA INDUSTRIES LIMITED
156192,NSE,E,4235,EQUITY,0,WENDT,1.0,Wendt,,,,5.0,,ES,EQ,WENDT (INDIA) LIMITED
156193,NSE,E,4244,EQUITY,0,HDFCAMC,1.0,HDFC AMC,,,,5.0,,ES,EQ,HDFC AMC LIMITED
156195,NSE,E,425,EQUITY,0,KHADIM,1.0,Khadim,,,,5.0,,ES,EQ,KHADIM INDIA LIMITED
156198,NSE,E,426,EQUITY,0,BHARATGEAR,1.0,Bharat Gears,,,,5.0,,ES,EQ,BHARAT GEARS LTD.
156200,NSE,E,4279,EQUITY,0,DENORA,1.0,De Nora,,,,5.0,,ES,EQ,DE NORA INDIA LIMITED
156204,NSE,E,4294,EQUITY,0,BDR,16667.0,BDR Buildco,,,,5.0,,ES,IT,BDR BUILDCON LIMITED
156205,NSE,E,4299,EQUITY,0,STERTOOLS,1.0,Sterling Tools,,,,5.0,,ES,EQ,STERLING TOOLS LIMITED
156207,NSE,E,4306,EQUITY,0,SHRIRAMFIN,1.0,Shriram Finance,,,,5.0,,ES,EQ,SHRIRAM FINANCE LIMITED
156216,NSE,E,4344,EQUITY,0,PUNJABCHEM,1.0,Punjab Chemicals & Crop Protection,,,,5.0,,ES,EQ,PUNJAB CHEM & CROP PROT L
156217,NSE,E,436,EQUITY,0,IFGLEXPOR,1.0,IFGL Refractories,,,,5.0,,ES,EQ,IFGL REFRACTORIES LIMITED
156223,NSE,E,438,EQUITY,0,BHEL,1.0,Bharat Heavy Electricals,,,,5.0,,ES,EQ,BHEL
156230,NSE,E,4391,EQUITY,0,GULFOILLUB,1.0,Gulf Oil Lubricants,,,,5.0,,ES,EQ,GULF OIL LUB. IND. LTD.
156235,NSE,E,4410,EQUITY,0,JAGSNPHARM,1.0,Jagsonpal Pharmaceuticals,,,,5.0,,ES,EQ,JAGSONPAL PHARMACEUTICALS
156236,NSE,E,4421,EQUITY,0,CREDITACC,1.0,Credit Access Grameen,,,,5.0,,ES,EQ,CREDITACCESS GRAMEEN LTD
156237,NSE,E,4422,EQUITY,0,INDIANCARD,1.0,Indian Card Clothing Company,,,,5.0,,ES,EQ,INDIAN CARD CLOTHING CO.
156243,NSE,E,4433,EQUITY,0,HITECHGEAR,1.0,Hi-Tech Gears,,,,5.0,,ES,EQ,THE HI-TECH GEARS LIMITED
156244,NSE,E,445,EQUITY,0,5PAISA,1.0,5Paisa Capital,,,,5.0,,ES,EQ,5PAISA CAPITAL LIMITED
156247,NSE,E,4481,EQUITY,0,AARTIDRUGS,1.0,Aarti Drugs,,,,5.0,,ES,EQ,AARTI DRUGS LTD.
156248,NSE,E,4487,EQUITY,0,ALKYLAMINE,1.0,Alkyl Amines Chemicals,,,,5.0,,ES,EQ,ALKYL AMINES CHEM. LTD
156250,NSE,E,4491,EQUITY,0,JCHAC,1.0,Johnson Controls Hitachi AC,,,,5.0,,ES,EQ,JOHNSON CONTROLS HITACHI
156252,NSE,E,4503,EQUITY,0,MPHASIS,1.0,Mphasis,,,,5.0,,ES,EQ,MPHASIS LIMITED
156254,NSE,E,4522,EQUITY,0,SIGIND,1.0,Signet Industries,,,,5.0,,ES,EQ,SIGNET INDUSTRIES LIMITED
156255,NSE,E,4525,EQUITY,0,DYNAMATECH,1.0,Dynamatic Technologies,,,,5.0,,ES,EQ,DYNAMATIC TECHNOLOGIES
156264,NSE,E,4566,EQUITY,0,RUCHINFRA,1.0,Ruchi Infrastructure,,,,5.0,,ES,EQ,RUCHI INFRASTRUCTURE LTD
156274,NSE,E,4587,EQUITY,0,RAMCOIND,1.0,Ramco Industries,,,,5.0,,ES,EQ,RAMCO INDUSTRIES LIMITED
156275,NSE,E,4594,EQUITY,0,KOTHARIPET,1.0,Kothari Petrochemicals,,,,5.0,,ES,EQ,KOTHARI PETROCHEM LTD
156276,NSE,E,4598,EQUITY,0,HERITGFOOD,1.0,Heritage Foods,,,,5.0,,ES,EQ,HERITAGE FOODS LTD
156277,NSE,E,46,EQUITY,0,SANWARIA,1.0,Sanwaria Consumer,,,,5.0,,ES,BZ,SANWARIA CONSUMER LIMITED
156280,NSE,E,4626,EQUITY,0,AILIMITED,6000.0,Abhishek Integrations,,,,5.0,,ES,SM,ABHISHEK INTEGRATIONS LTD
156281,NSE,E,4656,EQUITY,0,SBCL,1.0,Shivalik Bimetal Controls,,,,5.0,,ES,EQ,SHIVALIK BIMETAL CON. LTD
156283,NSE,E,4668,EQUITY,0,BANKBARODA,1.0,Bank of Baroda,,,,5.0,,ES,EQ,BANK OF BARODA
156284,NSE,E,467,EQUITY,0,HDFCLIFE,1.0,HDFC Life Insurance,,,,5.0,,ES,EQ,HDFC LIFE INS CO LTD
156286,NSE,E,4684,EQUITY,0,SONACOMS,1.0,Sona BLW Precision Forgings,,,,5.0,,ES,EQ,SONA BLW PRECISION FRGS L
156288,NSE,E,4693,EQUITY,0,SHYAMMETL,1.0,Shyam Metalics & Energy,,,,5.0,,ES,EQ,SHYAM METALICS AND ENGY L
156289,NSE,E,471,EQUITY,0,OSWALGREEN,1.0,Oswal Greentech,,,,5.0,,ES,EQ,OSWAL GREENTECH LIMITED
156290,NSE,E,4717,EQUITY,0,GAIL,1.0,GAIL,,,,5.0,,ES,EQ,GAIL (INDIA) LTD
156292,NSE,E,4732,EQUITY,0,SKMEGGPROD,1.0,SKM Egg Products Export,,,,5.0,,ES,EQ,SKM EGG PROD EXPORT(I) LT
156293,NSE,E,474,EQUITY,0,3MINDIA,1.0,3M India,,,,5.0,,ES,EQ,3M INDIA LIMITED
156294,NSE,E,4745,EQUITY,0,BANKINDIA,1.0,Bank of India,,,,5.0,,ES,EQ,BANK OF INDIA
156295,NSE,E,4747,EQUITY,0,INDNIPPON,1.0,India Nippon Electricals,,,,5.0,,ES,EQ,INDIA NIPPON ELECT  LTD
156297,NSE,E,4749,EQUITY,0,CONCOR,1.0,Container Corporation of India,,,,5.0,,ES,EQ,CONTAINER CORP OF IND LTD
156300,NSE,E,4751,EQUITY,0,INDRAMEDCO,1.0,Indraprastha Medical Corporation,,,,5.0,,ES,EQ,INDRAPRASTHA MEDICAL CORP
156307,NSE,E,477,EQUITY,0,BIRLACABLE,1.0,Birla Cable,,,,5.0,,ES,EQ,BIRLA CABLE LIMITED
156308,NSE,E,4774,EQUITY,0,LAKPRE,1.0,Lakshmi Precision Screws,,,,5.0,,ES,BZ,LAKSHMI PRE SCRE LTD
156316,NSE,E,48,EQUITY,0,HAPPSTMNDS,1.0,Happiest Minds Technologies,,,,5.0,,ES,EQ,HAPPIEST MINDS TECHNO LTD
156317,NSE,E,480,EQUITY,0,BIRLACORPN,1.0,Birla Corporation,,,,5.0,,ES,EQ,BIRLA CORPORATION LTD
156318,NSE,E,4809,EQUITY,0,KCPSUGIND,1.0,KCP Sugar & Industries,,,,5.0,,ES,EQ,KCP SUGAR IND CORP LTD.
156319,NSE,E,482,EQUITY,0,AISL,1200.0,ANI Integrated Services,,,,5.0,,ES,SM,ANI INTEGRATED SERV LTD.
156320,NSE,E,4821,EQUITY,0,GTL,1.0,GTL,,,,5.0,,ES,BE,GTL LTD
156321,NSE,E,4822,EQUITY,0,DODLA,1.0,Dodla Dairy,,,,5.0,,ES,EQ,DODLA DAIRY LIMITED
156323,NSE,E,4843,EQUITY,0,SNOWMAN,1.0,Snowman Logistics,,,,5.0,,ES,EQ,SNOWMAN LOGISTICS LTD.
156324,NSE,E,4847,EQUITY,0,KIMS,1.0,Krishna Institute of Medical Sciences,,,,5.0,,ES,EQ,KRISHNA INST OF MED SCI L
156328,NSE,E,4870,EQUITY,0,INDSWFTLAB,1.0,Ind Swift Laboratories,,,,5.0,,ES,EQ,IND SWIFT LABORATORIES LT
156336,NSE,E,489,EQUITY,0,ICEMAKE,1.0,Ice Make Refrigeration,,,,5.0,,ES,EQ,ICE MAKE REFRIGERAT LTD
156338,NSE,E,4892,EQUITY,0,SAREGAMA,1.0,Saregama India,,,,5.0,,ES,EQ,SAREGAMA INDIA LIMITED
156343,NSE,E,4898,EQUITY,0,FDC,1.0,Fairdeal Corporation,,,,5.0,,ES,EQ,FDC LIMITED
156346,NSE,E,4907,EQUITY,0,ENGINERSIN,1.0,Engineers India,,,,5.0,,ES,EQ,ENGINEERS INDIA LTD
156347,NSE,E,4911,EQUITY,0,MADRASFERT,1.0,Madras Fertilizers,,,,5.0,,ES,EQ,MADRAS FERTILISERS LTD
156348,NSE,E,4924,EQUITY,0,HINDCON,1.0,HINDCON CHEMICALS LIMITED,,,,5.0,,ES,BE,HINDCON CHEMICALS LIMITED
156351,NSE,E,4934,EQUITY,0,IPL,1.0,India Pesticides,,,,5.0,,ES,EQ,INDIA PESTICIDES LIMITED
156354,NSE,E,495,EQUITY,0,BLUEDART,1.0,Blue Dart Express,,,,5.0,,ES,EQ,BLUE DART EXPRESS LTD
156355,NSE,E,4959,EQUITY,0,GANGAFORGE,1.0,GANGA FORGING LIMITED,,,,5.0,,ES,BE,GANGA FORGING LIMITED
156357,NSE,E,4963,EQUITY,0,ICICIBANK,1.0,ICICI Bank,,,,5.0,,ES,EQ,ICICI BANK LTD.
156367,NSE,E,4986,EQUITY,0,IRCON,1.0,Ircon International,,,,5.0,,ES,EQ,IRCON INTERNATIONAL LTD
156370,NSE,E,4992,EQUITY,0,SHARDACROP,1.0,Sharda Cropchem,,,,5.0,,ES,EQ,SHARDA CROPCHEM LTD.
156379,NSE,E,5010,EQUITY,0,GOENKA,1.0,Goenka Diamond & Jewels,,,,5.0,,ES,BZ,GOENKA DIAMOND&JEWELS LTD
156381,NSE,E,5019,EQUITY,0,WALPAR,2000.0,Walpar Nutritions,,,,5.0,,ES,ST,WALPAR NUTRITIONS LIMITED
156382,NSE,E,5020,EQUITY,0,SVPGLOB,1.0,SVP Global Ventures,,,,5.0,,ES,EQ,SVP GLOBAL TEXTILES LTD
156397,NSE,E,5049,EQUITY,0,CLEAN,1.0,Clean Science & Technology,,,,5.0,,ES,EQ,CLEAN SCIENCE & TECH LTD
156398,NSE,E,5054,EQUITY,0,GRINFRA,1.0,GR Infraprojects,,,,5.0,,ES,EQ,G R INFRAPROJECTS LIMITED
156399,NSE,E,5060,EQUITY,0,SPECTRUM,125.0,Spectrum Electrical Industries,,,,5.0,,ES,SM,SPECTRUM ELECTRIC IND LTD
156401,NSE,E,5068,EQUITY,0,SHEMAROO,1.0,Shemaroo Entertainment,,,,5.0,,ES,EQ,SHEMAROO ENTER. LTD.
156402,NSE,E,507,EQUITY,0,PULZ,2000.0,Pulz Electronics,,,,5.0,,ES,SM,PULZ ELECTRONICS LIMITED
156407,NSE,E,509,EQUITY,0,MAZDOCK,1.0,Mazagon Dock Shipbuilders,,,,5.0,,ES,EQ,MAZAGON DOCK SHIPBUIL LTD
156410,NSE,E,5097,EQUITY,0,ZOMATO,1.0,Zomato,,,,5.0,,ES,EQ,ZOMATO LIMITED
156411,NSE,E,51,EQUITY,0,RELIABLE,2400.0,Reliable Data Services,,,,5.0,,ES,SM,RELIABLE DATA SERVICE LTD
156416,NSE,E,5108,EQUITY,0,KPIGREEN,1.0,KPI Green Energy,,,,5.0,,ES,EQ,KPI GREEN ENERGY LIMITED
156418,NSE,E,5114,EQUITY,0,SGIL,1.0,Synergy Green Industries,,,,5.0,,ES,EQ,SYNERGY GREEN IND. LTD
156419,NSE,E,513,EQUITY,0,BOMDYEING,1.0,Bombay Dyeing,,,,5.0,,ES,EQ,BOMBAY DYEING & MFG. CO L
156422,NSE,E,5142,EQUITY,0,CIGNITITEC,1.0,Cigniti Technologies,,,,5.0,,ES,EQ,CIGNITI TECHNOLOGIES LTD
156423,NSE,E,5143,EQUITY,0,JAICORPLTD,1.0,Jai Corp,,,,5.0,,ES,EQ,JAI CORP LIMITED
156428,NSE,E,5162,EQUITY,0,TATVA,1.0,Tatva Chintan Pharma,,,,5.0,,ES,EQ,TATVA CHIN PHARM CHEM LTD
156437,NSE,E,5186,EQUITY,0,STYLAMIND,1.0,Stylam Industries,,,,5.0,,ES,EQ,STYLAM INDUSTRIES LIMITED
156438,NSE,E,5204,EQUITY,0,GMDCLTD,1.0,GMDC,,,,5.0,,ES,EQ,GUJARAT MINERAL DEV CORP
156453,NSE,E,5239,EQUITY,0,MAHAPEXLTD,1.0,Maha Rashtra Apex Corporation,,,,5.0,,ES,EQ,MAHA RASHTRA APEX COPR. L
156454,NSE,E,5248,EQUITY,0,AAREYDRUGS,1.0,Aarey Drugs & Pharmaceuticals,,,,5.0,,ES,BE,AAREY DRUGS & PHARM LTD
156455,NSE,E,5258,EQUITY,0,INDUSINDBK,1.0,Indusind Bank,,,,5.0,,ES,EQ,INDUSIND BANK LIMITED
156456,NSE,E,526,EQUITY,0,BPCL,1.0,Bharat Petroleum,,,,5.0,,ES,EQ,BHARAT PETROLEUM CORP  LT
156457,NSE,E,5264,EQUITY,0,PDSL,1.0,PDS LIMITED,,,,5.0,,ES,EQ,PDS LIMITED
156458,NSE,E,5265,EQUITY,0,GLS,1.0,Glenmark Life Sciences,,,,5.0,,ES,EQ,GLENMARK LIFE SCIENCE LTD
156459,NSE,E,527,EQUITY,0,UTIAMC,1.0,UTI AMC,,,,5.0,,ES,EQ,UTI ASSET MNGMT CO LTD
156460,NSE,E,5279,EQUITY,0,ROLEXRINGS,1.0,Rolex Rings,,,,5.0,,ES,EQ,ROLEX RINGS LIMITED
156461,NSE,E,5296,EQUITY,0,PRITIKAUTO,1.0,Pritika Auto Industries,,,,5.0,,ES,BE,PRITIKA AUTO INDUS LTD
156462,NSE,E,5299,EQUITY,0,NPST,300.0,Network People Services Tech,,,,5.0,,ES,SM,NETWORK PEOPLE SRV TECH L
156463,NSE,E,530,EQUITY,0,BPL,1.0,BPL,,,,5.0,,ES,EQ,BPL LTD
156465,NSE,E,5309,EQUITY,0,REXPIPES,2000.0,Rex Pipes & Cables,,,,5.0,,ES,SM,REX PIPES AND CABLES LTD
156466,NSE,E,5313,EQUITY,0,UGROCAP,1.0,UGRO Capital,,,,5.0,,ES,EQ,UGRO CAPITAL LIMITED
156479,NSE,E,5352,EQUITY,0,EXXARO,1.0,Exxaro Tiles,,,,5.0,,ES,EQ,EXXARO TILES LIMITED
156480,NSE,E,5359,EQUITY,0,KRSNAA,1.0,Krsnaa Diagnostics,,,,5.0,,ES,EQ,KRSNAA DIAGNOSTICS LTD
156481,NSE,E,5366,EQUITY,0,WINDLAS,1.0,Windlas Biotech,,,,5.0,,ES,EQ,WINDLAS BIOTECH LIMITED
156482,NSE,E,5373,EQUITY,0,DEVYANI,1.0,Devyani International,,,,5.0,,ES,EQ,DEVYANI INTERNATIONAL LTD
156483,NSE,E,5378,EQUITY,0,ASAHIINDIA,1.0,Asahi India Glass,,,,5.0,,ES,EQ,ASAHI INDIA GLASS LIMITED
156484,NSE,E,5382,EQUITY,0,EPIGRAL,1.0,Epigral,,,,5.0,,ES,EQ,EPIGRAL LIMITED
156485,NSE,E,5385,EQUITY,0,AAVAS,1.0,Aavas Financiers,,,,5.0,,ES,EQ,AAVAS FINANCIERS LIMITED
156486,NSE,E,5394,EQUITY,0,MOL,1.0,Meghmani Organics,,,,5.0,,ES,EQ,MEGHMANI ORGANICS LIMITED
156488,NSE,E,5401,EQUITY,0,NGIL,1.0,Nakoda Group of Industries,,,,5.0,,ES,EQ,NAKODA GROUP OF IND. LTD
156489,NSE,E,5407,EQUITY,0,CARTRADE,1.0,CarTrade Tech,,,,5.0,,ES,EQ,CARTRADE TECH LIMITED
156497,NSE,E,5426,EQUITY,0,NUVOCO,1.0,Nuvoco Vistas Corporation,,,,5.0,,ES,EQ,NUVOCO VISTAS CORP LTD
156498,NSE,E,5428,EQUITY,0,TRIGYN,1.0,Trigyn Technologies,,,,5.0,,ES,EQ,TRIGYN TECHNOLOGIES LTD
156499,NSE,E,5435,EQUITY,0,APTUS,1.0,Aptus Value Housing Finance,,,,5.0,,ES,EQ,APTUS VALUE HSG FIN I LTD
156500,NSE,E,5449,EQUITY,0,CHEMPLASTS,1.0,Chemplast Sanmar,,,,5.0,,ES,EQ,CHEMPLAST SANMAR LIMITED
156502,NSE,E,5457,EQUITY,0,DUGLOBAL,2500.0,DU Digital Technologies,,,,5.0,,ES,SM,DUDIGITAL GLOBAL LIMITED
156503,NSE,E,5460,EQUITY,0,PARIN,2000.0,Parin Furniture,,,,5.0,,ES,SM,PARIN FURNITURE LIMITED
156507,NSE,E,547,EQUITY,0,BRITANNIA,1.0,Britannia Industries,,,,5.0,,ES,EQ,BRITANNIA INDUSTRIES LTD
156512,NSE,E,5475,EQUITY,0,GRSE,1.0,Garden Reach Shipbuilders,,,,5.0,,ES,EQ,GARDEN REACH SHIP&ENG LTD
156514,NSE,E,5481,EQUITY,0,JYOTISTRUC,1.0,Jyoti Structures,,,,5.0,,ES,BE,JYOTI STRUCTURES
156519,NSE,E,5501,EQUITY,0,YUKEN,1.0,Yuken,,,,5.0,,ES,EQ,YUKEN INDIA LIMITED
156520,NSE,E,5511,EQUITY,0,SERVOTECH,1.0,Servotech Power Systems,,,,5.0,,ES,BE,SERVOTECH POWER SYS LTD.
156521,NSE,E,5516,EQUITY,0,JAIPURKURT,1.0,Nandani Creation,,,,5.0,,ES,EQ,NANDANI CREATION LIMITED
156527,NSE,E,5528,EQUITY,0,KOTHARIPRO,1.0,Kothari Products,,,,5.0,,ES,EQ,KOTHARI PRODUCTS LTD
156528,NSE,E,553,EQUITY,0,RELINFRA,1.0,Reliance Infrastructure,,,,5.0,,ES,EQ,RELIANCE INFRASTRUCTU LTD
156537,NSE,E,5549,EQUITY,0,ABMINTLLTD,1.0,ABM International,,,,5.0,,ES,EQ,ABM INTERNATIONAL LTD
156553,NSE,E,5578,EQUITY,0,AMIORG,1.0,Ami Organics,,,,5.0,,ES,EQ,AMI ORGANICS LIMITED
156554,NSE,E,5585,EQUITY,0,VIJAYA,1.0,Vijaya Diagnostic Centre,,,,5.0,,ES,EQ,VIJAYA DIAGNOSTIC CEN LTD
156555,NSE,E,559,EQUITY,0,BSL,1.0,BSL,,,,5.0,,ES,EQ,BSL LTD
156560,NSE,E,5606,EQUITY,0,INTLCONV,1.0,International Conveyors,,,,5.0,,ES,EQ,INTL CONVEYORS LIMITED
156561,NSE,E,5610,EQUITY,0,ASTRAZEN,1.0,AstraZeneca Pharma,,,,5.0,,ES,EQ,ASTRAZENECA PHARMA IND LT
156562,NSE,E,5614,EQUITY,0,GANESHBE,1.0,Ganesh Benzoplast,,,,5.0,,ES,EQ,GANESH BENZOPLAST LIMITED
156563,NSE,E,5621,EQUITY,0,3RDROCK,5200.0,3rd Rock Multimedia,,,,5.0,,ES,IT,3RD ROCK MULTIMEDIA LTD
156564,NSE,E,5622,EQUITY,0,ITDCEM,1.0,ITD Cementation,,,,5.0,,ES,EQ,ITD CEMENTATION INDIA LTD
156565,NSE,E,5631,EQUITY,0,PAR,1.0,Par Drugs & Chemical,,,,5.0,,ES,EQ,PAR DRUGS AND CHEM LTD
156566,NSE,E,5633,EQUITY,0,J&KBANK,1.0,J&K Bank,,,,5.0,,ES,EQ,J & K BANK LTD.
156567,NSE,E,5655,EQUITY,0,SHANTI,1.0,Shanti Overseas,,,,5.0,,ES,BE,SHANTI OVERSEAS INDIA LTD
156568,NSE,E,5662,EQUITY,0,BEWLTD,125.0,BEW Engineering,,,,5.0,,ES,SM,BEW ENGINEERING LIMITED
156580,NSE,E,5701,EQUITY,0,CUB,1.0,City Union Bank,,,,5.0,,ES,EQ,CITY UNION BANK LTD
156591,NSE,E,5748,EQUITY,0,CYIENT,1.0,Cyient,,,,5.0,,ES,EQ,CYIENT LIMITED
156592,NSE,E,5751,EQUITY,0,SANSERA,1.0,Sansera Engineering,,,,5.0,,ES,EQ,SANSERA ENGINEERING LTD
156594,NSE,E,576,EQUITY,0,FELIX,1000.0,Felix Industries,,,,5.0,,ES,ST,FELIX INDUSTRIES LTD.
156596,NSE,E,578,EQUITY,0,LIKHITHA,1.0,LIKHITHA INFRASTRUC LTD,,,,5.0,,ES,EQ,LIKHITHA INFRASTRUC LTD
156598,NSE,E,5789,EQUITY,0,BKMINDST,1.0,BKM Industries,,,,5.0,,ES,BZ,BKM INDUSTRIES LIMITED
156601,NSE,E,583,EQUITY,0,CANFINHOME,1.0,Can Fin Homes,,,,5.0,,ES,EQ,CAN FIN HOMES LTD
156612,NSE,E,5867,EQUITY,0,LAGNAM,1.0,Lagnam Spintex,,,,5.0,,ES,BE,LAGNAM SPINTEX LIMITED
156614,NSE,E,5875,EQUITY,0,QUADPRO,12000.0,Quadpro ITES,,,,5.0,,ES,ST,QUADPRO ITES LIMITED
156620,NSE,E,5884,EQUITY,0,PRECOT,1.0,Precot,,,,5.0,,ES,BE,PRECOT LIMITED
156632,NSE,E,5900,EQUITY,0,AXISBANK,1.0,Axis Bank,,,,5.0,,ES,EQ,AXIS BANK LIMITED
156634,NSE,E,5911,EQUITY,0,PARAS,1.0,Paras Defence Space Tech,,,,5.0,,ES,EQ,PARAS DEF AND SPCE TECH L
156635,NSE,E,592,EQUITY,0,GRAPHITE,1.0,Graphite,,,,5.0,,ES,EQ,GRAPHITE INDIA LTD
156636,NSE,E,5926,EQUITY,0,INTELLECT,1.0,Intellect Design Arena,,,,5.0,,ES,EQ,INTELLECT DESIGN ARENA
156638,NSE,E,5938,EQUITY,0,MONTECARLO,1.0,Monte Carlo Fashions,,,,5.0,,ES,EQ,MONTE CARLO FASHIONS LTD.
156639,NSE,E,5945,EQUITY,0,UWCSL,2000.0,Ultra Wiring Connect,,,,5.0,,ES,SM,ULTRA WIRING CONN SYS LTD
156640,NSE,E,5948,EQUITY,0,SOUTHBANK,1.0,South Indian Bank,,,,5.0,,ES,EQ,THE SOUTH INDIAN BANK LTD
156641,NSE,E,595,EQUITY,0,CARBORUNIV,1.0,Carborundum Universal,,,,5.0,,ES,EQ,CARBORUNDUM UNIVERSAL LTD
156664,NSE,E,6006,EQUITY,0,COASTCORP,1.0,Coastal Corporation,,,,5.0,,ES,EQ,COASTAL CORPORATION LTD
156665,NSE,E,6012,EQUITY,0,JAINAM,1000.0,Jainam Ferro Alloys,,,,5.0,,ES,SM,JAINAM FER ALLOYS (I) LTD
156666,NSE,E,6018,EQUITY,0,ABSLAMC,1.0,Aditya Birla Sun Life AMC,,,,5.0,,ES,EQ,ADIT BIRL SUN LIF AMC LTD
156668,NSE,E,6040,EQUITY,0,EIFFL,1.0,Euro India Fresh Foods,,,,5.0,,ES,EQ,EURO (I) FRESH FOODS LTD
156669,NSE,E,6045,EQUITY,0,PASUPTAC,1.0,Pasupati Acrylons,,,,5.0,,ES,EQ,PASUPATI ACRYLON LIMITED
156671,NSE,E,6051,EQUITY,0,CYBERTECH,1.0,Cybertech Systems & Software,,,,5.0,,ES,EQ,CYBERTECH SYSTEMS & SOFTW
156672,NSE,E,6052,EQUITY,0,BMETRICS,400.0,Bombay Metrics Supply Chain,,,,5.0,,ES,SM,BOMBAY METRICS S C LTD
